"","Sample.name","Sex","Biosample.ID","Population.code","Population.name","Superpopulation.code","Superpopulation.name","Population.elastic.ID","Data.collections"
"1748","HG00351","male","SAME125122","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"14","HG00353","female","SAME125120","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1752","HG00356","female","SAME125123","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"95","HG00357","female","SAME125124","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"15","HG00358","male","SAME125126","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"16","HG00360","male","SAME124539","FIN","Finnish,Finnish","EUR","European Ancestry,West Eurasia (SGDP)","FIN,FinnishSGDP","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1828","HG00361","female","SAME124538","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"97","HG00364","female","SAME124543","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"17","HG00365","female","SAME124542","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1831","HG00366","male","SAME124541","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1756","HG00368","female","SAME124535","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"99","HG00369","male","SAME124534","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"101","HG00371","male","SAME124747","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"18","HG00372","male","SAME124748","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1834","HG00373","female","SAME124749","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1760","HG00375","male","SAME124750","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"103","HG00376","female","SAME124751","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1759","HG00378","female","SAME124745","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1763","HG00380","female","SAME123031","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1847","HG00382","male","SAME123033","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"61","HG00383","female","SAME123032","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"46","HG00384","female","SAME123034","FIN","Finnish","EUR","European Ancestry","FIN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"63","HG00403","male","SAME123160","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"48","HG00404","female","SAME123158","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1851","HG00407","female","SAME125106","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"50","HG00409","male","SAME1840026","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"67","HG00410","female","SAME1839734","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1855","HG00419","female","SAME122991","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1859","HG00421","male","SAME122808","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"69","HG00422","female","SAME122809","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"56","HG00428","female","SAME122811","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1775","HG00436","male","SAME125262","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"58","HG00442","male","SAME124912","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1779","HG00443","female","SAME124920","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1867","HG00445","male","SAME124975","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"73","HG00446","female","SAME123880","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1783","HG00448","male","SAME124200","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1871","HG00452","female","SAME123115","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1875","HG00457","male","SAME123095","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"77","HG00458","female","SAME125278","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1879","HG00464","female","SAME123497","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"80","HG00472","male","SAME123339","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"64","HG00473","female","SAME123338","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1883","HG00476","female","SAME123341","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"86","HG00478","male","SAME123335","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1795","HG00479","female","SAME123334","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"90","HG00500","male","SAME123363","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1727","HG00513","female","SAME123526","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,The Human Genome Structural Variation Consortium,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"94","HG00524","male","SAME123724","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1731","HG00525","female","SAME123242","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"128","HG00530","male","SAME124356","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"96","HG00531","female","SAME125381","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1956","HG00534","female","SAME123915","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"98","HG00536","male","SAME124344","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1739","HG00537","female","SAME124345","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"132","HG00542","male","SAME124352","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"100","HG00543","female","SAME122857","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1747","HG00551","female","SAME124252","PUR","Puerto Rican","AMR","American Ancestry","PUR","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1960","HG00553","male","SAME124254","PUR","Puerto Rican","AMR","American Ancestry","PUR","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"134","HG00554","female","SAME123969","PUR","Puerto Rican","AMR","American Ancestry","PUR","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1751","HG00556","male","SAME123971","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"136","HG00559","male","SAME124248","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1968","HG00560","female","SAME124456","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1972","HG00565","male","SAME124452","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"140","HG00566","female","SAME125048","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"144","HG00580","male","SAME124832","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"108","HG00581","female","SAME124831","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1980","HG00584","female","SAME124663","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1984","HG00589","male","SAME124824","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"208","HG00592","male","SAME125011","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"151","HG00593","female","SAME125012","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2024","HG00596","female","SAME125007","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"153","HG00598","male","SAME1839713","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1840","HG00599","female","SAME1839802","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1843","HG00607","male","SAME125373","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2032","HG00611","female","SAME125198","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"155","HG00613","male","SAME125196","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1846","HG00614","female","SAME125195","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1850","HG00619","male","SAME125193","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"157","HG00620","female","SAME123081","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"2036","HG00623","female","SAME1839285","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"159","HG00625","male","SAME123080","CHS","Southern Han Chinese","EAS","East Asian Ancestry","CHS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
